Address,City,ZIP Code,Township,Property Class Code,Neighborhood ID,Date Last Transferred,Sidewalks,Total Adj Value,Owner State,Owner ZIP Code
1021 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,,N,268200,IN,46220-1884,
5690 E FALL CREEK PKWY N DR,INDIANAPOLIS,46220-0000,0004,510,404182174,04/12/2018,N,535300,IN,46226-1000,
6226 LANDBOROUGH N DR,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,323200,IN,46220-4347,
6432 LANDBOROUGH N DR,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,330700,IN,46220-4347,
6009 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803775205,,N,180200,IN,46220-1941,
6135 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,520,803975250,,N,336600,IN,46220-0301,
6174 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802181205,08/25/2017,N,191100,IN,46220-2306,
6196 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802181205,,N,198800,IN,46220-2346,
723 E 53RD ST,INDIANAPOLIS,46220-0000,0008,520,802475197,,N,141200,IL,60201-1157,
5760 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,09/06/2013,N,442300,IN,46220-0000,
5741 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,511,822077220,02/22/2016,N,272400,IN,46220-2871,
4304 DAHLIA CT,INDIANAPOLIS,46220-0000,0008,510,801980107,03/28/2019,N,64100,IN,46220-5728,
4309 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,801980107,02/02/2015,N,59600,IN,46220-5707,
4219 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,801980107,07/26/2011,N,64700,IN,46256-2386,
2414 DELL ZELL DR,INDIANAPOLIS,46220-0000,0008,510,802171170,12/31/2018,N,263800,IN,46220-5828,
2523 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802171170,04/23/2019,N,152100,IN,46220-2868,
2510 BAUR DR,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,227300,IN,46220-2829,
5846 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,07/17/2014,N,161300,IN,46220-2709,
1715 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802178185,04/25/2017,N,239400,IN,46220-2408,
5820 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,319300,IN,46220-2809,
5722 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,237600,IN,46220-2805,
6980 DEAN RD,INDIANAPOLIS,46220-0000,0008,501,815077150,12/14/2018,N,5200,IN,46220-3810,
2224 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802179190,,N,248500,IN,46220-0000,
1901 E 68TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,08/25/2014,N,118800,IN,46220-1221,
1809 E 68TH ST,INDIANAPOLIS,46220-0000,0008,500,802278190,,N,12000,IN,46220-1217,
1655 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802178185,01/17/2018,N,134200,IN,46220-2781,
5752 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,07/09/2015,N,169000,IN,46220-2805,
5644 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,08/21/2017,N,155400,IN,46220-3402,
5602 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,500,802178185,,N,13900,IN,46220-3406,
5880 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802178185,03/14/2018,N,256200,IN,46220-2740,
5828 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802178185,11/30/2017,N,194800,IN,46220-2713,
5895 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802182100,,N,193300,IN,46220-3038,
2222 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,07/20/2016,N,148000,IN,46220-3415,
2552 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,802074170,02/20/2009,N,88700,IN,46220-3626,
6384 MONITOR LN,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,200800,IN,46220-4562,
810 BROAD RIPPLE AV,INDIANAPOLIS,46220-0000,0008,420,8420303,,N,90500,IN,46032-8300,
2314 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,150000,IN,46260-1636,
2205 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,11/25/2013,N,116400,IN,46220-1346,
6831 CAROLINE AV,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,170900,IN,46220-1354,
6909 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802271150,02/08/2017,N,122100,IN,46038-6580,
1916 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,207900,IN,46220-1202,
5721 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,232300,IN,46220-2768,
2735 E 67TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,06/24/2009,N,142900,IN,46220-0000,
2824 E 65TH ST,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,138900,IN,46220-2225,
5509 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,822775252,,N,249800,IN,46240-2749,
6045 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,181400,IN,46220-2007,
6015 RALSTON AV,INDIANAPOLIS,46220-0000,0008,500,841075215,,N,28000,IN,46220-2353,
5663 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,832975223,,N,488100,IN,46220-3021,
2546 PARR DR,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,136600,IN,46220-1326,
6170 WINNPENY LN,INDIANAPOLIS,46220-0000,0008,510,801865121,04/03/2018,N,170100,IN,46220-5255,
6028 WINNPENY LN,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,176500,IN,46220-5294,
5768 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,367700,IN,46220-2528,
6180 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802181205,06/21/2018,N,193400,IN,46220-2348,
5258 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,802475197,09/13/2016,N,250400,IN,46220-3140,
5785 RAVINE RD,INDIANAPOLIS,46220-0000,0008,510,801869130,06/30/2010,N,261800,IN,46220-0000,
4207 WINDING WAY,INDIANAPOLIS,46220-0000,0008,510,801869130,05/10/2016,N,259400,IN,46220-5513,
6725 SUNNY LN,INDIANAPOLIS,46220-0000,0008,510,801777200,,N,158100,IN,46220-3769,
5351 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,420,8400320,,N,132300,IN,46240-3766,
6184 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,239400,IN,46220-2051,
6145 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802181205,07/26/2016,N,243400,IN,46220-2305,
5252 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,343600,IN,46220-3039,
5331 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,454200,IN,46220-3060,
28 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,852575245,06/17/2016,N,526300,IN,46220-3002,
5930 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,841075215,,N,209900,IN,46220-2440,
5861 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,319600,IN,46220-2551,
6146 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,201800,IN,46220-2354,
5246 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802074170,,N,137500,IN,46220-3450,
5326 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802074170,12/21/2017,N,178700,IN,46220-3452,
5340 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802074170,09/28/2016,N,127100,IN,46220-3452,
5323 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802074170,01/14/2013,N,148300,IN,46220-0000,
5351 E 62ND ST,INDIANAPOLIS,46220-0000,0004,510,403982139,11/11/2010,N,286400,IN,46220-0000,
7004 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,511,816077165,,N,97100,IN,46220-1248,
5609 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,520,803082100,,N,178300,IN,46227-4957,
5939 KESSLER RIDGE DR,INDIANAPOLIS,46220-0000,0008,510,801869130,04/03/2017,N,152500,IN,46220-5156,
5942 KESSLER RIDGE DR,INDIANAPOLIS,46220-0000,0008,510,801869130,,N,105400,IN,46220-5157,
5616 SPINDRIFT LN,INDIANAPOLIS,46220-0000,0008,510,818480100,11/08/2012,N,168500,IN,46220-0000,
3421 PERIWINKLE WA,INDIANAPOLIS,46220-0000,0008,510,818480100,02/19/2013,N,145600,IN,46220-5488,
1027 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,05/05/2017,N,183200,IN,46614-2102,
1049 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,05/02/2019,N,274300,IN,46220-1884,
6730 SPIRIT LAKE DR,INDIANAPOLIS,46220-0000,0008,550,802272107,07/06/2018,N,320600,IN,46220-7134,
6730 SPIRIT LAKE DR,INDIANAPOLIS,46220-0000,0008,550,802272107,10/17/2016,N,411200,IN,46220-7135,
1981 E 56TH ST,INDIANAPOLIS,46220-0000,0008,400,8400300,,N,7000,IN,46237-3209,
4142 E 65TH ST,INDIANAPOLIS,46220-0000,0008,511,801777200,,N,300800,IN,46220-4526,
5347 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,550,806072215,,N,125400,IN,46205-1010,
5347 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,550,806072215,01/08/2010,N,111600,IN,46220-0000,
5833 N DEARBORN ST,INDIANAPOLIS,46220-0000,0008,510,802166150,11/01/2017,N,193300,IN,46220-5407,
5880 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,386300,IN,46220-2672,
6026 HYTHE RD,INDIANAPOLIS,46220-0000,0004,510,403382131,10/04/2011,N,218700,IN,46220-0000,
6112 HARLESCOTT RD,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,216900,IN,46220-4144,
6125 E 65TH PL,INDIANAPOLIS,46220-0000,0004,510,403382131,06/09/2009,N,297700,IN,46220-0000,
6803 GROSVENOR PL,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,228300,IN,46220-4130,
5831 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,277200,IN,46220-2527,
5720 E 71ST ST,INDIANAPOLIS,46220-0000,0008,420,8420306,,N,287300,IN,46254-2916,
5660 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/02/2016,N,195900,IN,46220-3402,
5834 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/25/2009,N,184500,IN,46220-0000,
6545 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,291000,IN,46220-3723,
6847 BALFOUR CT,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,220600,IN,46220-4305,
6709 JOHNSON RD,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,257700,IN,46220-4344,
3509 BUSSERON LN,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,255500,IN,46220-3700,
6530 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801765120,04/17/2014,N,404400,IN,46220-3746,
6623 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801765120,01/05/2015,N,272500,IN,46220-3747,
6406 WELHAM RD,INDIANAPOLIS,46220-0000,0004,510,403382131,07/22/2016,N,291300,IN,46220-4246,
6411 HYTHE RD,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,278300,IN,46220-4214,
1803 E 65TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,11/25/2014,N,131400,IN,46220-2105,
6281 N CHESTER AV,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,365800,IN,46220-4417,
1903 E 64TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,117000,IN,46220-2103,
1838 E 64TH ST S DR,INDIANAPOLIS,46220-0000,0008,510,802278190,12/19/2011,N,155200,IN,46220-2185,
5648 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802182100,07/06/2018,N,162300,IN,46220-3337,
3851 E 61ST ST,INDIANAPOLIS,46220-0000,0008,510,801871160,12/19/2018,N,181200,IN,46220-5116,
6121 N SHERMAN DR,INDIANAPOLIS,46220-0000,0008,510,801871160,,N,188400,IN,46220-5122,
5865 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,12/11/2018,N,193500,IN,46220-2743,
5845 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,05/21/2014,N,183800,TN,37027-8428,
5746 BROUSE AV,INDIANAPOLIS,46220-0000,0008,510,802171170,01/31/2018,N,168500,IN,46220-2870,
5434 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,802275235,12/07/2017,N,329300,IN,46220-3074,
6252 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,802488202,04/02/2013,N,158200,IN,46220-1859,
5859 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,435500,IN,46220-2623,
6176 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,180400,IN,46220-2051,
6750 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802278190,11/15/2017,N,103400,IN,46220-1254,
5524 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,822575200,02/12/2013,N,374200,IN,46220-3016,
6301 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,520,802475197,12/13/2018,N,178600,IN,46220-1735,
5332 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,228300,IN,46220-3136,
6136 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802181205,,N,168700,IN,46220-2318,
5802 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,01/26/2017,N,612300,IN,46220-2535,
915 E 54TH ST,INDIANAPOLIS,46220-0000,0008,510,862475209,01/04/2017,N,175300,IN,46220-3201,
5453 N ILLINOIS ST,INDIANAPOLIS,46220-0000,0008,510,802375153,,N,191200,IN,46208-2652,
6211 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,143800,IN,46220-2013,
40 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802875153,,N,241700,IN,46220-3007,
6023 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803775205,12/03/2015,N,210100,IN,46220-1908,
5601 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,852975195,,N,392600,IN,46220-3021,
817 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,812775225,,N,160100,IN,46220-3111,
5739 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,09/24/2018,N,310300,IN,46220-2569,
5759 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,803275225,12/23/2009,N,335400,IN,46220-0000,
6180 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,158800,IN,46220-1822,
5448 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,802782100,10/25/2017,N,171100,IN,46220-3126,
6028 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,168100,IN,46220-2077,
5249 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832375211,11/21/2016,N,218300,IN,46220-3135,
4920 E 70TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,183800,IN,46220-3846,
5210 E 70TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,196400,IN,46220-3834,
6830 N RILEY AV,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,165100,IN,46220-3939,
6142 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802181205,06/02/2015,N,174300,IN,46220-2306,
5260 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,832475183,08/30/2012,N,134600,IN,46220-0000,
1802 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,841075215,,N,200700,IN,46220-2436,
1902 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,841075215,06/15/2015,N,236000,IN,46220-2438,
6048 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803775205,08/27/2018,N,247300,IN,46220-1921,
6310 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802488202,08/14/2015,N,206100,IN,46220-1740,
5669 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,832975223,,N,450800,IN,46220-3021,
6417 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,500,802488202,11/14/2011,N,31400,IN,46220-0000,
5357 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,882475250,08/30/2017,N,256700,IN,46220-3118,
5613 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,520,812775225,,N,123600,IN,46077-0142,
5746 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,274700,IN,46220-2574,
6181 N PARKER AV,INDIANAPOLIS,46220-0000,0008,511,802165145,04/27/2015,N,151800,IN,46220-2931,
5840 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,09/18/2018,N,479600,IN,46220-2535,
5250 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,832375211,05/14/2019,N,212700,IN,46220-3140,
6458 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802269135,10/09/2012,N,156300,IN,46220-2257,
5765 SHERMAN AV,INDIANAPOLIS,46220-0000,0008,510,801875135,12/31/2009,N,268000,IN,46220-0000,
6809 RIVERFRONT AV,INDIANAPOLIS,46220-0000,0008,501,802276165,,N,7800,IN,46220-1223,
5918 KESSLER RIDGE DR,INDIANAPOLIS,46220-0000,0008,510,801869130,12/28/2017,N,128000,IN,46220-5157,
6650 PAGE BL,INDIANAPOLIS,46220-0000,0008,550,802272107,,N,491400,IN,46220-0000,
6640 PAGE BL,INDIANAPOLIS,46220-0000,0008,550,802272107,,N,345600,IN,46220-0000,
5723 PERIWINKLE LN,INDIANAPOLIS,46220-0000,0008,510,818380115,,N,175000,IN,46220-5496,
4958 E 56TH ST,INDIANAPOLIS,46220-0000,0008,447,8447304,,N,174400,IN,46220-0000,
7007 DEAN RD,INDIANAPOLIS,46220-0000,0008,501,801777200,,N,2500,IN,46220-3863,
7010 RALSTON AV,INDIANAPOLIS,46220-0000,0008,500,802266120,09/09/2016,N,2300,IN,46220-1267,
6330 HYTHE RD,INDIANAPOLIS,46220-0000,0004,510,403382131,05/09/2013,N,219800,IN,46220-0000,
6421 WELHAM RD,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,238700,IN,46220-4243,
3934 CIRCLE DR,INDIANAPOLIS,46220-0000,0008,510,801769162,03/27/2013,N,465600,IN,46220-0000,
6504 COLEBROOK DR,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,296700,IN,46220-4264,
6718 HYTHE RD,INDIANAPOLIS,46220-0000,0004,510,403382131,,N,303900,IN,46220-4223,
6148 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,802169155,,N,194700,IN,46220-5121,
6011 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,802169155,06/14/2013,N,183800,IN,46220-0000,
6113 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,05/01/2015,N,201600,IN,46220-2317,
6115 BURLINGTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,12/19/2016,N,217800,IN,46220-2409,
5827 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802182100,05/11/2017,N,153400,IN,46220-2725,
5865 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/06/2017,N,201200,IN,46037-9324,
6449 N CHESTER AV,INDIANAPOLIS,46220-0000,0008,510,801769162,08/23/2017,N,562400,IN,46220-4421,
6477 N CHESTER AV,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,460000,IN,46220-4417,
621 E 54TH ST,INDIANAPOLIS,46220-0000,0008,510,832375211,04/07/2014,N,206000,IN,46220-3131,
5640 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,802875153,,N,510500,IN,46220-3026,
5555 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,1001500,IN,46220-3027,
522 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,803075210,05/20/2016,N,243300,IN,46220-3067,
5869 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,201100,IN,46220-2743,
5515 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,832375211,10/02/2017,N,1489800,IN,46220-3029,
5403 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,07/07/2017,N,356900,IN,46220-3068,
5868 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,568200,IN,46220-2618,
5856 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,188700,IN,46220-2760,
5822 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,199500,IN,46220-2777,
2610 RYAN DR,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,153700,IN,46220-2858,
6519 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,425,8425303,,N,258100,IN,46032-0000,
5563 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,822575200,04/06/2015,N,552300,IN,46220-3023,
5720 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,220100,IN,46220-2574,
5254 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,812175165,,N,604200,IN,46220-3057,
6380 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,440,8440303,,N,210700,IN,46038-4625,
7062 WARWICK RD,INDIANAPOLIS,46220-0000,0008,510,801470150,06/24/2013,N,328900,IN,46220-1051,
6128 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803975250,,N,144200,IN,46220-1942,
5310 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832375211,07/06/2016,N,321100,IN,46220-3138,
5628 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,12/29/2017,N,267500,IN,46220-3073,
5409 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,812775225,07/16/2012,N,241700,IN,46220-0000,
5853 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803075210,,N,341300,IN,46220-2507,
6460 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,173300,IN,46220-1635,
5312 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,108700,IN,46220-3053,
5360 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,278100,IN,46220-3136,
340 E 60TH ST,INDIANAPOLIS,46220-0000,0008,510,803275225,01/20/2015,N,285000,IN,46220-1850,
6363 RIVERVIEW DR,INDIANAPOLIS,46220-0000,0008,510,802478204,05/01/2019,N,183300,IN,46220-1747,
6132 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,419,8429303,,N,250400,IN,46220-1987,
5812 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,803279195,07/21/2015,N,291500,IN,46220-5120,
1714 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,841075215,12/27/2018,N,300200,IN,46220-2433,
6216 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,420,8420303,,N,149900,IN,46220-1925,
5740 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803175185,,N,378100,IN,46220-2508,
622 E 53RD ST,INDIANAPOLIS,46220-0000,0008,510,812375194,05/15/2012,N,158800,IN,46220-0000,
6199 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802181205,04/08/2013,N,146800,IN,46220-2347,
635 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,803075210,06/03/2014,N,379100,IN,46220-0000,
5444 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,812775225,11/15/2018,N,320900,IN,46220-3121,
6237 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,218100,MI,48837-9117,
5885 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803675215,,N,265700,IN,46220-2507,
5733 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,410300,IN,46220-2640,
5502 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,812575165,07/22/2010,N,392200,IN,46220-0000,
6445 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,802274155,04/13/2012,N,332900,IN,46220-4436,
4748 KESSLER VIEW DR,INDIANAPOLIS,46220-0000,0008,511,801969116,,N,127800,IN,46220-5301,
6035 LINTON LN,INDIANAPOLIS,46220-0000,0004,500,403982139,08/29/2013,N,9800,IN,46220-0000,
7037 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,511,819077190,,N,529300,IN,46220-1054,
6709 GRATTAN LN,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,223000,IN,46220-3932,
5056 E 65TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,206500,IN,46220-4585,
5012 E 67TH ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,184900,IN,46220-3923,
5548 ASHURST ST,INDIANAPOLIS,46220-0000,0008,510,801166130,01/10/2011,N,278500,IN,46220-0000,
6418 BRAMSHAW RD,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,264600,IN,46220-4912,
6219 GREEN LEAVES RD,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,239000,IN,46220-4810,
6337 GREEN LEAVES RD,INDIANAPOLIS,46220-0000,0008,510,801166130,07/28/2009,N,283300,IN,46220-0000,
6367 GREEN LEAVES RD,INDIANAPOLIS,46220-0000,0008,510,801166130,08/14/2018,N,328300,IN,46220-4812,
5464 ASHURST ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,243900,IN,46220-4829,
5601 E 71ST ST,INDIANAPOLIS,46220-0000,0008,686,8447307,,N,224600,IN,46220-3967,
4602 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,207800,IN,46220-5325,
6038 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,520,803075210,,N,396900,IN,46260-3616,
6314 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,168200,IN,46038-7461,
6306 DOUGLAS RD,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,180800,IN,46220-2153,
6412 MAPLE DR,INDIANAPOLIS,46220-0000,0008,510,802282100,,N,104800,IN,46220-4905,
2113 PAMELA DR,INDIANAPOLIS,46220-0000,0008,510,802274155,01/04/2017,N,179500,IN,46033-3369,
6320 RUCKER RD,INDIANAPOLIS,46220-0000,0008,447,8447304,,N,18800,IN,46220-1818,
6211 N SHERMAN DR,INDIANAPOLIS,46220-0000,0008,500,801769162,,N,46800,IN,46220-4438,
6244 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,510,802274155,04/26/2016,N,220900,IN,46220-4444,
6426 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,350000,IN,46220-4444,
5868 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,500,803275225,,N,4000,IN,46220-2618,
6401 N SHERMAN DR,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,322200,IN,46220-4441,
